ClipID,Blinking,Smiling,Head Movement,Boredom,Engagement,Confusion,Frustration,EngagementLevel,GenerativeTimer,EngagementCounter,Directory,PredictedEngagementLevel
2000502037,2,2,0,1,2,0,1,1,720,20,200050,1
2000502039,0,3,0,1,2,1,0,1,730,30,200050,1
2000502040,1,0,0,1,3,0,0,1,740,40,200050,1
2000502041,1,4,0,0,2,0,0,1,750,50,200050,1
2000502043,2,1,0,2,2,0,0,1,760,60,200050,1
2000502044,0,0,0,1,3,0,0,1,770,70,200050,1
2000502045,1,1,0,0,3,0,0,1,780,80,200050,1
2000502047,0,0,0,2,3,0,0,1,790,90,200050,1
2000502048,0,1,0,2,3,1,0,1,800,100,200050,1
2000502049,1,0,0,2,2,0,0,1,810,110,200050,1
2000502050,2,5,0,2,2,0,0,1,820,120,200050,1
2000502051,2,3,0,0,2,0,0,1,830,130,200050,1
2000502053,0,0,0,0,1,0,0,1,840,140,200050,1
2000502054,0,0,0,0,3,1,0,1,850,150,200050,1
2000502055,0,0,0,1,3,0,0,1,860,160,200050,1
2000502056,0,0,0,2,2,0,0,1,870,170,200050,1
2000502057,2,3,0,0,3,1,1,1,880,180,200050,1
2000502058,3,1,0,2,2,0,0,1,890,190,200050,1
2000502059,3,4,0,2,2,1,1,0,900,0,200050,1
2000502061,0,0,0,2,2,0,0,1,910,10,200050,1
2000502062,2,0,0,2,2,2,2,0,920,0,200050,1
2000502063,1,1,0,2,2,0,0,1,930,10,200050,1
2000502065,0,0,0,2,1,0,0,0,940,0,200050,1
2000502066,2,3,0,1,2,0,0,1,950,10,200050,1
2000502067,2,0,0,0,2,0,0,1,960,20,200050,1
2000502069,0,0,0,2,2,1,1,0,970,0,200050,1
2000502070,2,1,0,1,2,0,0,1,980,10,200050,1
2000502072,2,8,0,2,2,1,2,0,990,0,200050,0
2000502073,0,1,0,1,2,0,0,1,1000,10,200050,1
2000502075,0,0,0,2,2,0,0,1,1010,20,200050,1
2000502076,4,3,0,1,2,0,0,1,1020,30,200050,1
2000502077,0,0,0,1,2,0,1,1,1030,40,200050,1
2000502078,0,0,0,0,2,0,0,1,1040,50,200050,1
2000502081,0,0,1,2,1,0,0,0,1050,0,200050,1
2000502084,4,4,0,1,2,0,0,1,1060,10,200050,1
2000502087,1,3,0,2,2,0,0,1,1070,20,200050,1
2000502088,0,0,0,1,2,0,0,1,1080,30,200050,1
2000502090,0,4,0,2,2,3,0,0,1090,0,200050,0
2000541001,1,0,0,1,2,0,0,1,10,10,200054,1
2000541002,1,3,0,2,2,0,0,1,20,20,200054,1
2000541003,0,0,0,0,2,0,0,1,30,30,200054,1
2000541006,3,0,0,0,2,0,0,1,40,40,200054,1
2000541007,0,0,0,1,3,0,0,1,50,50,200054,1
2000541010,1,1,0,2,3,0,0,1,60,60,200054,1
2000541011,0,0,0,2,2,1,0,0,70,0,200054,1
2000541014,0,0,0,0,3,0,0,1,80,10,200054,1
2000541015,2,0,0,0,2,0,0,1,90,20,200054,1
2000541016,0,0,0,1,2,0,0,1,100,30,200054,1
2000541018,0,0,2,2,2,0,0,1,110,40,200054,1
2000541019,1,1,0,0,3,1,1,1,120,50,200054,1
2000541020,0,0,0,0,3,0,0,1,130,60,200054,1
2000541021,0,0,0,0,3,1,1,1,140,70,200054,1
2000541022,0,0,0,2,3,0,0,1,150,80,200054,1
2000541023,0,0,0,0,2,0,0,1,160,90,200054,1
2000541024,0,2,0,0,3,0,0,1,170,100,200054,1
2000541025,2,1,0,0,3,0,0,1,180,110,200054,1
2000541027,0,0,0,1,2,1,0,1,190,120,200054,1
2000541028,0,0,0,0,3,0,0,1,200,130,200054,1
2000541029,1,0,0,2,2,1,0,0,210,0,200054,1
2000541030,1,1,0,0,3,0,0,1,220,10,200054,1
2000541031,0,1,0,0,3,0,0,1,230,20,200054,1
2000541032,0,0,0,0,3,1,0,1,240,30,200054,1
2000541034,0,0,0,1,2,1,0,1,250,40,200054,1
2000541035,0,0,0,2,2,1,1,0,260,0,200054,1
2000541038,2,0,0,2,2,0,0,1,270,10,200054,1
2000541039,0,0,0,0,2,0,0,1,280,20,200054,1
2000541040,1,0,0,0,2,0,0,1,290,30,200054,1
2000541041,1,1,0,0,2,1,0,1,300,40,200054,1
2000541043,0,0,0,0,3,0,0,1,310,50,200054,1
2000541044,0,0,0,0,3,0,0,1,320,60,200054,1
2000541045,0,0,0,1,2,0,0,1,330,70,200054,1
2000541046,1,1,0,2,2,0,0,1,340,80,200054,1
2000541049,1,0,0,0,2,0,0,1,350,90,200054,1
2000541050,0,0,0,1,3,0,0,1,360,100,200054,1
2000541051,1,2,0,0,2,0,0,1,370,110,200054,1
2000541052,0,0,0,0,2,0,0,1,380,120,200054,1
2000541053,1,1,0,1,2,0,0,1,390,130,200054,1
2000541054,1,2,1,2,2,0,0,1,400,140,200054,1
2000541055,0,1,0,0,3,2,1,1,410,150,200054,1
2000541056,0,0,0,0,3,2,0,1,420,160,200054,1
2000541057,0,0,0,1,2,1,0,1,430,170,200054,1
2000541059,5,5,0,2,3,1,1,0,440,0,200054,1
2000541062,0,0,0,0,3,0,0,1,450,10,200054,1
2000541064,2,0,0,1,2,1,0,1,460,20,200054,1
2000541066,0,0,0,2,2,1,0,0,470,0,200054,1
2000541067,0,0,0,0,2,2,0,1,480,10,200054,1
2000541068,2,0,0,0,2,0,0,1,490,20,200054,1
2000541069,0,0,0,1,2,0,0,1,500,30,200054,1
2000541070,1,1,0,2,2,0,0,1,510,40,200054,1
2000541071,0,0,0,1,2,0,1,1,520,50,200054,1
2000541072,0,0,0,0,3,0,0,1,530,60,200054,1
2000541073,1,0,0,2,3,0,1,1,540,70,200054,1
2000541074,0,0,0,0,3,0,0,1,550,80,200054,1
2000541075,1,0,0,0,2,0,1,1,560,90,200054,1
2000541076,0,0,0,0,3,0,0,1,570,100,200054,1
2000541077,0,0,0,0,2,0,0,1,580,110,200054,1
2000541079,0,0,0,0,2,0,0,1,590,120,200054,1
2000541080,0,0,0,0,3,2,0,1,600,130,200054,1
2000541081,2,0,3,1,3,0,1,1,610,140,200054,1
2000542001,1,1,5,2,2,1,1,0,620,0,200054,0
2000542002,3,2,5,2,2,0,0,1,630,10,200054,1
2000542007,1,1,0,0,2,0,0,1,640,20,200054,1
2000542008,1,1,0,0,2,0,0,1,650,30,200054,1
2000542009,0,0,0,1,2,0,0,1,660,40,200054,1
2000542010,0,0,0,0,2,0,0,1,670,50,200054,1
2000542013,4,3,0,0,3,0,0,1,680,60,200054,1
2000542015,0,0,0,0,3,0,0,1,690,70,200054,1
2000542016,0,0,0,0,2,0,0,1,700,80,200054,1
2000542021,1,1,0,2,2,0,1,0,710,0,200054,1
2000542022,2,1,0,1,2,0,1,1,720,10,200054,1
2000542025,2,2,0,0,3,2,0,1,730,20,200054,1
2000542026,0,0,0,0,3,0,0,1,740,30,200054,1
2000542027,3,2,0,0,3,0,0,1,750,40,200054,1
2000542029,1,1,0,2,3,0,0,1,760,50,200054,1
2000542030,0,0,0,0,3,0,0,1,770,60,200054,1
2000542032,4,0,0,0,2,1,0,1,780,70,200054,1
2000542033,0,0,0,0,3,0,0,1,790,80,200054,1
2000542034,2,1,0,2,2,2,2,0,800,0,200054,1
2000542035,0,0,0,1,3,0,0,1,810,10,200054,1
2000542036,0,0,0,0,2,1,1,1,820,20,200054,1
2000542042,1,1,0,0,3,0,0,1,830,30,200054,1
2000542049,0,0,0,0,2,0,0,1,840,40,200054,1
2000542050,2,1,0,0,3,0,0,1,850,50,200054,1
2000542051,5,5,0,1,2,0,0,1,860,60,200054,1
2000542052,1,0,0,0,3,0,0,1,870,70,200054,1
2000542054,1,1,0,1,2,0,0,1,880,80,200054,1
2000542056,1,2,0,1,2,1,0,1,890,90,200054,1
2026140111,2,0,0,1,3,1,0,1,10,10,202614,1
2026140113,0,0,0,0,3,1,0,1,20,20,202614,1
2026140116,5,0,0,0,3,0,0,1,30,30,202614,1
2026140117,0,0,0,0,3,0,0,1,40,40,202614,1
2026140118,2,1,0,1,2,0,2,0,50,0,202614,1
2026140119,1,0,0,0,3,0,0,1,60,10,202614,1
2026140120,1,2,0,1,3,2,0,1,70,20,202614,1
2026140122,1,0,0,0,3,0,0,1,80,30,202614,1
2026140124,3,4,3,0,2,0,0,1,90,40,202614,1
2026140125,2,5,2,2,3,0,0,1,100,50,202614,1
2026140126,1,0,0,1,2,0,1,1,110,60,202614,1
2026140128,0,3,0,1,2,2,0,0,120,0,202614,1
2026140129,1,1,0,1,3,1,0,1,130,10,202614,1
2026140130,2,0,2,1,3,1,0,1,140,20,202614,1
2026140131,1,2,2,0,3,1,0,1,150,30,202614,1
2026140133,0,2,0,1,3,0,0,1,160,40,202614,1
2026140134,0,0,0,0,3,0,0,1,170,50,202614,1
2026140135,3,6,0,1,2,1,1,0,180,0,202614,0
2026140138,1,7,0,1,3,0,0,1,190,10,202614,1
2026140141,1,0,0,1,3,0,0,1,200,20,202614,1
2026140145,3,3,3,0,2,1,1,1,210,30,202614,1
2026140147,0,0,0,1,3,1,0,1,220,40,202614,1
2026140149,1,3,1,1,2,2,1,0,230,0,202614,1
202614015,3,4,1,0,3,1,1,1,240,10,202614,1
2026140151,0,0,0,1,3,0,0,1,250,20,202614,1
2026140154,4,5,3,0,2,0,0,1,260,30,202614,1
2026140158,1,3,0,1,3,1,0,1,270,40,202614,1
2026140159,0,0,0,1,3,0,0,1,280,50,202614,1
202614016,4,0,0,1,3,1,1,1,290,60,202614,1
2026140160,3,0,0,1,2,0,0,1,300,70,202614,1
2026140161,0,0,0,0,3,1,0,1,310,80,202614,1
2026140165,0,0,0,0,3,0,0,1,320,90,202614,1
2026140169,0,0,0,1,3,0,0,1,330,100,202614,1
202614017,0,0,0,1,3,1,1,1,340,110,202614,1
2026140170,0,2,1,0,2,1,1,1,350,120,202614,1
2026140172,0,0,5,1,2,1,1,0,360,0,202614,0
202614018,1,0,0,0,3,0,0,1,370,10,202614,1
202614019,2,0,0,3,2,0,0,0,380,0,202614,1
202614020,0,0,2,1,3,2,0,1,390,10,202614,1
202614021,0,1,1,1,3,1,0,1,400,20,202614,1
2026140210,0,0,0,1,2,0,0,1,410,30,202614,1
2026140212,4,2,0,1,3,0,0,1,420,40,202614,1
2026140213,2,1,1,1,2,0,0,1,430,50,202614,1
2026140220,4,1,0,3,2,1,1,0,440,0,202614,1
2026140221,5,3,4,1,3,1,0,1,450,10,202614,1
2026140223,0,0,0,1,3,1,0,1,460,20,202614,1
2026140224,0,1,0,0,3,0,0,1,470,30,202614,1
2026140225,2,1,3,0,2,1,0,1,480,40,202614,1
202614023,0,2,3,1,3,1,1,1,490,50,202614,1
2026140230,1,0,5,2,2,1,2,0,500,0,202614,0
2026140233,1,0,0,0,2,1,0,1,510,10,202614,1
2026140236,0,0,0,0,3,0,0,1,520,20,202614,1
2026140237,0,0,2,1,2,2,0,0,530,0,202614,1
2026140239,2,2,1,0,2,1,0,1,540,10,202614,1
2026140241,0,0,0,1,3,1,1,1,550,20,202614,1
2026140243,1,3,0,3,3,0,0,1,560,30,202614,1
2026140246,0,0,1,0,3,0,0,1,570,40,202614,1
2026140247,0,0,3,1,3,0,0,1,580,50,202614,1
2026140249,0,0,0,0,3,0,0,1,590,60,202614,1
202614025,1,1,2,1,3,0,1,1,600,70,202614,1
2026140250,2,4,0,1,3,1,1,1,610,80,202614,1
2026140253,0,0,0,1,2,2,0,0,620,0,202614,1
2026140254,2,1,0,3,2,0,0,0,630,0,202614,1
2026140255,0,0,0,1,2,0,1,1,640,10,202614,1
2026140257,0,0,0,0,1,0,0,1,650,20,202614,1
2026140259,0,1,0,1,3,2,0,1,660,30,202614,1
2026140260,0,0,0,1,3,1,0,1,670,40,202614,1
2026140263,2,5,0,1,2,1,1,0,680,0,202614,1
2026140264,0,5,0,2,1,1,1,0,690,0,202614,1
2026140272,0,1,0,0,3,1,0,1,700,10,202614,1
2026140273,0,0,0,1,1,1,1,0,710,0,202614,1
2026140275,0,0,0,1,3,1,0,1,720,10,202614,1
2026140276,0,0,0,0,3,0,0,1,730,20,202614,1
2026140277,0,1,0,1,3,1,0,1,740,30,202614,1
2026140279,0,0,0,0,3,0,0,1,750,40,202614,1
2026140281,1,5,0,0,3,0,0,1,760,50,202614,1
202614029,0,0,0,2,2,1,0,0,770,0,202614,1
205601011,3,1,0,0,3,0,0,1,10,10,205601,1
2056010112,4,3,0,0,2,0,0,1,20,20,205601,1
2056010113,3,4,0,1,2,0,0,1,30,30,205601,1
2056010114,9,3,0,3,2,3,1,0,40,0,205601,1
2056010116,8,5,0,1,2,1,0,1,50,10,205601,1
2056010118,5,3,0,1,2,0,1,1,60,20,205601,1
2056010119,12,5,0,1,2,1,0,1,70,30,205601,1
205601012,3,3,0,0,2,2,1,0,80,0,205601,1
2056010120,2,1,0,0,3,0,0,1,90,10,205601,1
2056010122,5,0,0,0,3,0,0,1,100,20,205601,1
2056010123,8,2,0,0,3,0,0,1,110,30,205601,1
2056010124,10,7,0,0,3,1,0,1,120,40,205601,1
2056010126,3,3,0,1,2,0,0,1,130,50,205601,1
2056010130,0,0,0,1,2,0,1,1,140,60,205601,1
2056010133,4,1,0,0,3,0,0,1,150,70,205601,1
2056010134,5,2,0,1,0,1,0,0,160,0,205601,1
2056010136,6,7,0,1,2,1,0,1,170,10,205601,1
2056010137,3,1,0,2,2,0,0,1,180,20,205601,1
2056010139,3,0,0,0,3,1,1,1,190,30,205601,1
2056010141,10,2,0,0,3,0,0,1,200,40,205601,1
2056010142,9,6,0,0,2,1,1,1,210,50,205601,1
2056010148,7,0,0,1,2,1,1,0,220,0,205601,0
2056010149,6,2,0,1,2,1,0,1,230,10,205601,1
2056010153,6,5,0,0,3,0,1,1,240,20,205601,1
2056010155,5,0,0,1,3,2,0,1,250,30,205601,1
2056010156,4,6,0,1,2,1,0,1,260,40,205601,1
2056010157,11,3,0,0,2,1,1,1,270,50,205601,1
205601016,3,1,0,0,3,0,0,1,280,60,205601,1
2056010160,2,0,0,1,3,1,0,1,290,70,205601,1
2056010162,5,3,0,1,2,1,0,1,300,80,205601,1
2056010164,7,4,0,1,2,1,1,0,310,0,205601,1
2056010165,4,1,0,1,2,1,1,0,320,0,205601,1
2056010167,5,1,0,1,3,1,1,1,330,10,205601,1
205601017,4,1,0,1,3,1,0,1,340,20,205601,1
205601018,8,4,0,1,2,1,1,0,350,0,205601,1
2056010210,7,5,0,0,2,1,0,1,360,10,205601,1
2056010212,1,0,0,2,3,2,0,0,370,0,205601,1
2056010213,2,1,0,1,2,2,0,0,380,0,205601,1
2056010214,0,0,0,1,3,1,0,1,390,10,205601,1
2056010215,0,0,0,1,2,2,1,0,400,0,205601,1
2056010218,0,0,0,1,3,2,0,1,410,10,205601,1
2056010219,0,0,0,1,2,1,0,1,420,20,205601,1
2056010222,3,0,0,3,2,2,2,0,430,0,205601,1
2056010224,1,0,0,1,1,2,1,0,440,0,205601,1
2056010225,2,10,0,1,3,0,0,1,450,10,205601,1
2056010226,5,12,1,1,3,0,1,1,460,20,205601,1
2056010228,0,0,0,1,3,1,0,1,470,30,205601,1
2056010229,3,1,0,0,3,1,1,1,480,40,205601,1
2056010230,2,1,0,3,3,2,1,0,490,0,205601,1
2056010232,0,0,0,0,3,1,1,1,500,10,205601,1
2056010233,1,6,0,0,3,0,0,1,510,20,205601,1
2056010234,2,2,0,1,2,2,3,0,520,0,205601,1
2056010235,5,5,0,0,3,1,0,1,530,10,205601,1
2056010236,0,0,0,1,2,1,1,0,540,0,205601,1
2056010238,3,1,0,0,3,2,0,1,550,10,205601,1
2056010239,0,0,0,0,3,2,0,1,560,20,205601,1
205601024,2,2,0,1,2,1,0,1,570,30,205601,1
2056010240,1,1,0,1,2,1,1,0,580,0,205601,1
2056010241,0,0,0,0,2,0,0,1,590,10,205601,1
2056010242,4,3,0,2,2,1,2,0,600,0,205601,1
2056010244,1,0,0,1,2,0,0,1,610,10,205601,1
2056010245,2,5,0,1,2,1,0,1,620,20,205601,1
2056010247,1,0,0,1,3,1,0,1,630,30,205601,1
2056010249,0,2,0,1,3,2,0,1,640,40,205601,1
205601025,1,0,0,0,3,1,1,1,650,50,205601,1
2056010250,0,0,0,1,2,2,1,0,660,0,205601,1
2056010252,0,0,0,1,2,3,0,0,670,0,205601,1
2056010253,0,0,0,1,3,0,0,1,680,10,205601,1
2056010254,1,0,0,1,3,0,1,1,690,20,205601,1
2056010255,4,4,0,1,3,1,0,1,700,30,205601,1
2056010258,0,1,0,1,2,2,0,0,710,0,205601,1
2056010260,1,0,0,1,3,2,1,0,720,0,205601,1
2056010261,0,0,0,0,2,2,0,1,730,10,205601,1
2056010262,0,0,0,1,3,1,0,1,740,20,205601,1
2056010263,1,2,0,0,3,1,0,1,750,30,205601,1
2056010265,1,1,0,0,3,1,1,1,760,40,205601,1
2056010267,1,0,0,1,2,2,0,0,770,0,205601,1
2056010269,3,3,0,2,3,1,1,0,780,0,205601,1
205601027,2,0,0,2,3,1,1,0,790,0,205601,1
2056010272,5,1,0,1,2,3,1,0,800,0,205601,1
2056010274,1,0,0,0,2,1,0,1,810,10,205601,1
2056010275,8,3,0,1,3,2,1,0,820,0,205601,0
2056010276,0,0,0,0,3,2,1,1,830,10,205601,1
2056010277,1,4,0,1,3,1,1,1,840,20,205601,1
2056010279,0,0,0,1,2,3,1,0,850,0,205601,1
205601028,3,0,0,1,2,0,0,1,860,10,205601,1
2056010281,2,0,0,0,3,1,0,1,870,20,205601,1
2056010283,9,8,0,1,2,1,0,1,880,30,205601,1
2100511002,0,2,0,0,3,0,0,1,10,10,210051,1
2100511003,0,1,0,1,3,0,0,1,20,20,210051,1
2100511005,0,0,0,1,2,1,1,0,30,0,210051,1
2100511008,0,0,0,3,3,0,0,1,40,10,210051,1
2100511011,0,0,0,0,2,1,0,1,50,20,210051,1
2100511012,0,0,0,1,3,1,1,1,60,30,210051,1
2100511013,1,1,0,1,2,0,0,1,70,40,210051,1
2100511015,0,1,0,2,2,0,0,1,80,50,210051,1
2100511016,0,0,0,0,3,0,0,1,90,60,210051,1
2100511018,0,0,0,0,3,0,0,1,100,70,210051,1
2100511019,1,0,0,0,2,0,0,1,110,80,210051,1
2100511024,0,0,0,0,2,0,0,1,120,90,210051,1
2100511026,1,0,0,0,2,0,0,1,130,100,210051,1
2100511027,0,0,0,2,2,1,0,0,140,0,210051,1
2100511028,0,0,0,0,3,0,0,1,150,10,210051,1
2100511031,1,1,0,0,3,0,0,1,160,20,210051,1
2100511032,1,0,0,1,2,1,0,1,170,30,210051,1
2100511034,0,0,0,0,2,1,0,1,180,40,210051,1
2100511035,2,6,0,2,2,0,1,0,190,0,210051,1
2100511036,1,0,0,0,2,0,1,1,200,10,210051,1
2100511038,0,1,0,0,3,1,1,1,210,20,210051,1
2100511039,0,0,0,0,2,0,0,1,220,30,210051,1
2100511040,0,0,0,0,3,0,0,1,230,40,210051,1
2100511044,2,1,1,2,2,2,1,0,240,0,210051,1
2100511048,2,0,0,2,2,0,0,1,250,10,210051,1
2100511057,0,1,0,1,3,0,0,1,260,20,210051,1
2100511058,0,0,0,0,3,0,0,1,270,30,210051,1
2100511059,0,0,0,1,2,2,0,0,280,0,210051,1
2100511060,1,0,0,0,3,2,0,1,290,10,210051,1
2100511061,1,3,0,2,2,0,0,1,300,20,210051,1
2100511062,0,0,0,0,3,0,0,1,310,30,210051,1
2100511063,0,0,0,0,3,0,0,1,320,40,210051,1
2100511064,0,0,0,0,2,0,0,1,330,50,210051,1
2100511065,2,0,0,0,3,0,0,1,340,60,210051,1
2100511067,0,0,0,0,3,0,0,1,350,70,210051,1
2100511069,2,0,0,2,1,1,0,0,360,0,210051,1
2100511070,0,0,0,0,2,0,0,1,370,10,210051,1
2100511071,0,0,0,0,3,0,0,1,380,20,210051,1
2100511072,1,0,0,0,3,0,0,1,390,30,210051,1
2100511073,0,0,0,0,3,2,0,1,400,40,210051,1
2100511074,2,0,0,2,3,1,1,0,410,0,210051,1
2100511076,0,0,0,0,2,1,1,1,420,10,210051,1
2100511077,1,0,0,0,3,0,0,1,430,20,210051,1
2100511078,0,0,0,0,3,0,0,1,440,30,210051,1
2100511079,2,0,0,0,3,0,0,1,450,40,210051,1
2100511080,1,0,0,0,3,0,0,1,460,50,210051,1
2100511081,1,0,0,2,2,0,0,1,470,60,210051,1
2100511082,0,0,0,0,3,0,0,1,480,70,210051,1
2100512001,0,1,0,0,3,0,0,1,490,80,210051,1
2100512002,2,0,0,1,2,0,0,1,500,90,210051,1
2100512003,1,0,0,0,2,2,0,1,510,100,210051,1
2100512006,0,0,1,1,2,1,1,0,520,0,210051,1
2100512007,0,0,0,0,3,1,0,1,530,10,210051,1
2100512009,0,2,0,1,3,1,0,1,540,20,210051,1
2100512010,0,0,0,1,3,0,0,1,550,30,210051,1
2100512011,5,1,0,0,2,0,0,1,560,40,210051,1
2100512012,1,1,0,0,3,0,0,1,570,50,210051,1
2100512014,2,0,0,2,3,0,0,1,580,60,210051,1
2100512015,2,2,0,1,2,0,0,1,590,70,210051,1
2100512016,0,0,0,0,3,0,0,1,600,80,210051,1
2100512017,0,0,0,0,3,0,0,1,610,90,210051,1
2100512018,1,0,0,1,2,1,0,1,620,100,210051,1
2100512020,0,0,0,0,3,0,0,1,630,110,210051,1
2100512021,0,0,0,1,3,0,0,1,640,120,210051,1
2100512025,0,0,0,0,3,0,0,1,650,130,210051,1
2100512026,1,1,0,0,2,0,2,1,660,140,210051,1
2100512028,0,0,0,2,2,0,0,1,670,150,210051,1
2100512029,1,0,0,0,3,0,0,1,680,160,210051,1
2100512032,0,0,0,1,3,0,0,1,690,170,210051,1
2100512034,0,0,0,0,3,0,0,1,700,180,210051,1
2100512035,0,0,0,1,2,0,1,1,710,190,210051,1
2100512036,1,2,0,1,2,2,0,0,720,0,210051,1
2100512037,0,0,0,2,2,0,0,1,730,10,210051,1
2100512038,0,0,0,0,3,0,0,1,740,20,210051,1
2100512039,0,0,0,0,2,0,0,1,750,30,210051,1
2100512041,3,2,0,2,2,0,0,1,760,40,210051,1
2100512042,0,0,0,0,3,0,0,1,770,50,210051,1
2100512044,0,0,0,1,2,0,0,1,780,60,210051,1
2100512045,1,0,0,0,2,0,0,1,790,70,210051,1
2100512051,2,6,1,1,1,1,0,0,800,0,210051,1
2100512052,0,0,0,0,3,0,0,1,810,10,210051,1
2100512053,1,0,0,0,3,0,0,1,820,20,210051,1
2100512055,0,0,0,1,2,0,0,1,830,30,210051,1
2100512057,0,0,0,0,3,0,0,1,840,40,210051,1
2100512058,1,0,0,0,3,0,0,1,850,50,210051,1
2100512061,1,0,0,0,3,0,0,1,860,60,210051,1
2100512062,0,3,0,0,3,0,0,1,870,70,210051,1
2100512063,0,0,0,0,3,0,0,1,880,80,210051,1
2100512064,0,0,0,2,1,0,0,0,890,0,210051,1
2100512065,0,0,0,2,2,0,0,1,900,10,210051,1
2100521002,0,0,0,0,3,1,0,1,10,10,210052,1
2100521005,0,0,0,0,3,0,0,1,20,20,210052,1
2100521006,1,0,1,0,3,0,0,1,30,30,210052,1
2100521008,0,0,0,0,3,0,0,1,40,40,210052,1
2100521009,2,0,0,1,2,0,0,1,50,50,210052,1
2100521010,3,3,0,2,2,1,0,0,60,0,210052,1
2100521013,0,0,0,1,2,0,0,1,70,10,210052,1
2100521014,0,0,3,0,2,0,1,1,80,20,210052,1
2100521015,1,1,2,1,3,0,0,1,90,30,210052,1
2100521016,0,0,0,0,3,0,0,1,100,40,210052,1
2100521017,1,0,0,1,2,1,0,1,110,50,210052,1
2100521018,0,0,1,3,2,0,0,0,120,0,210052,1
2100521021,1,0,0,1,3,1,1,1,130,10,210052,1
2100521022,0,0,0,1,2,1,1,0,140,0,210052,1
2100521023,0,0,0,0,2,0,0,1,150,10,210052,1
2100521024,1,0,0,0,2,0,0,1,160,20,210052,1
2100521025,0,0,0,1,2,1,1,0,170,0,210052,1
2100521026,1,1,0,0,2,0,0,1,180,10,210052,1
2100521027,0,0,0,1,2,1,1,0,190,0,210052,1
2100521028,1,1,0,1,2,1,1,0,200,0,210052,1
2100521029,2,0,0,0,3,0,0,1,210,10,210052,1
2100521030,2,0,0,1,2,0,0,1,220,20,210052,1
2100521031,3,2,0,1,2,0,1,1,230,30,210052,1
2100521032,0,0,0,2,1,2,0,0,240,0,210052,1
2100521033,1,4,1,2,3,0,0,1,250,10,210052,1
2100521034,1,7,0,1,2,1,1,0,260,0,210052,0
2100521035,1,0,0,2,2,2,2,0,270,0,210052,1
2100521037,0,0,0,0,3,0,0,1,280,10,210052,1
2100521038,1,1,0,0,2,0,0,1,290,20,210052,1
2100521039,0,0,0,1,2,1,1,0,300,0,210052,1
2100521040,0,0,0,1,3,0,0,1,310,10,210052,1
2100521041,3,0,0,1,2,0,0,1,320,20,210052,1
2100521042,0,0,0,2,2,1,1,0,330,0,210052,1
2100521043,0,0,0,0,2,0,0,1,340,10,210052,1
2100521044,0,0,0,0,3,0,0,1,350,20,210052,1
2100521046,0,0,0,1,2,0,0,1,360,30,210052,1
2100521047,3,5,0,1,2,0,0,1,370,40,210052,1
2100521048,2,4,0,0,2,0,0,1,380,50,210052,1
2100521049,0,0,0,1,2,0,1,1,390,60,210052,1
2100521050,0,0,0,0,2,0,0,1,400,70,210052,1
2100521051,3,0,1,1,2,1,0,1,410,80,210052,1
2100521052,1,0,0,2,2,0,0,1,420,90,210052,1
2100521054,1,0,0,0,2,1,1,1,430,100,210052,1
2100521055,1,0,0,1,2,0,1,1,440,110,210052,1
2100521056,1,1,0,0,2,0,0,1,450,120,210052,1
2100521057,0,0,0,0,2,0,0,1,460,130,210052,1
2100521059,1,0,0,0,3,0,0,1,470,140,210052,1
2100521060,1,0,0,1,2,0,0,1,480,150,210052,1
2100521061,0,0,0,1,2,1,1,0,490,0,210052,1
2100521062,0,0,0,0,2,0,0,1,500,10,210052,1
2100521063,0,1,0,2,2,0,0,1,510,20,210052,1
2100521067,0,0,0,2,2,0,0,1,520,30,210052,1
2100521069,2,0,0,1,2,1,1,0,530,0,210052,1
2100521070,1,0,0,1,2,0,0,1,540,10,210052,1
2100521072,0,0,0,0,3,0,0,1,550,20,210052,1
2100521073,0,1,0,1,2,0,0,1,560,30,210052,1
2100521074,1,0,0,0,3,0,0,1,570,40,210052,1
2100521075,1,0,0,0,2,0,0,1,580,50,210052,1
2100521076,3,4,0,1,3,1,1,1,590,60,210052,1
2100521077,1,1,0,0,2,0,0,1,600,70,210052,1
2100521078,1,0,0,0,3,0,0,1,610,80,210052,1
2100521079,0,0,0,1,2,0,0,1,620,90,210052,1
2100522001,1,0,0,0,2,0,0,1,630,100,210052,1
2100522004,2,0,0,1,3,2,0,1,640,110,210052,1
2100522005,2,0,0,2,2,0,0,1,650,120,210052,1
2100522006,0,0,0,0,2,0,0,1,660,130,210052,1
2100522007,1,0,0,0,3,0,0,1,670,140,210052,1
2100522008,0,0,0,0,2,1,0,1,680,150,210052,1
2100522009,0,0,0,0,3,0,0,1,690,160,210052,1
2100522010,1,5,0,0,2,0,0,1,700,170,210052,1
2100522011,3,0,0,1,2,1,0,1,710,180,210052,1
2100522012,5,1,1,1,2,1,1,0,720,0,210052,1
2100522013,2,0,0,1,2,0,0,1,730,10,210052,1
2100522018,1,0,0,1,2,0,0,1,740,20,210052,1
2100522019,0,0,0,1,3,0,0,1,750,30,210052,1
2100522020,2,0,0,0,2,0,0,1,760,40,210052,1
2100522021,0,0,0,0,2,0,0,1,770,50,210052,1
2100522023,1,0,0,0,3,0,1,1,780,60,210052,1
2100522024,1,0,0,0,3,0,0,1,790,70,210052,1
2100522026,2,0,0,2,3,0,0,1,800,80,210052,1
2100522028,4,3,0,2,2,1,1,0,810,0,210052,1
2100522031,2,2,0,2,3,0,0,1,820,10,210052,1
